File,Path,Matched String,String inside,Type
base_transformer.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/notification/transformers,"FourKitesCommon::Logger.error(self, ""Error converting time_stamp"", error: e.message, backtrace: e.backtrace[0..5].join(""\n""))
","self, ""Error converting time_stamp"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")",error
base_transformer.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/notification/transformers,"FourKitesCommon::Logger.error(self, ""Error while fetching customers for load #{load[:id]} for #{message_type}"", error: e.message)
","self, ""Error while fetching customers for load #{load[:id]} for #{message_type}"", error: e.message",error
sibling_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""Message SIBLING_LOADS_GROUPING queued in worker queue: #{sibling_group_messages}"")
","self, ""Message SIBLING_LOADS_GROUPING queued in worker queue: #{sibling_group_messages}""",info
sibling_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error queuing sibling loads grouping message #{sibling_group_messages}"", error: e.message)
","self, ""Error queuing sibling loads grouping message #{sibling_group_messages}"", error: e.message",error
sibling_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.warn(self, ""Company not found: #{company}"", error: e.message)
","self, ""Company not found: #{company}"", error: e.message",warn
sibling_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error occurred while fetching sibling configuration from CS"")
","self, ""Error occurred while fetching sibling configuration from CS""",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Unable to fetch address #{address_ids} from geo service"", error: e.message)
","self, ""Unable to fetch address #{address_ids} from geo service"", error: e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""[show_weights_and_rates?] Error while fetching relationship between shipper and carrier"", e.message)
","self, ""[show_weights_and_rates?] Error while fetching relationship between shipper and carrier"", e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""Message #{message_type} queued in worker queue: #{message_id}"")
","self, ""Message #{message_type} queued in worker queue: #{message_id}""",info
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Partial error occurred while updating shared_with in #{table_name}"")
","self, ""Partial error occurred while updating shared_with in #{table_name}""",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Trackings_ES_SYNC_FAILED:#{item['status']} ID:#{item['_id']}, #{item['result']}, #{item['error']}"")
","self, ""Trackings_ES_SYNC_FAILED:#{item['status']} ID:#{item['_id']}, #{item['result']}, #{item['error']}""",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error in uploading Trackings data to ES"", error: e.message)
","self, ""Error in uploading Trackings data to ES"", error: e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""#{messages.size} messages queued in worker queue for CONSIGNMENT_GROUPING"")
","self, ""#{messages.size} messages queued in worker queue for CONSIGNMENT_GROUPING""",info
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error queueing messages #{messages} to worker queue"", error: e.message)
","self, ""Error queueing messages #{messages} to worker queue"", error: e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Sending message to KAFKA"", topic: topic, messages: params, options: options)
","self, ""Sending message to KAFKA"", topic: topic, messages: params, options: options",debug
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Pushed message to KAFKA"")
","self, ""Pushed message to KAFKA""",debug
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error Sending message to Kafka"")
","self, ""Error Sending message to Kafka""",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Sending message to KAFKA"", topic: topic, messages: params, options: options)
","self, ""Sending message to KAFKA"", topic: topic, messages: params, options: options",debug
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Pushed message to KAFKA"")
","self, ""Pushed message to KAFKA""",debug
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error Sending message to Kafka"")
","self, ""Error Sending message to Kafka""",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error queueing messages #{messages} to worker queue"", error: e.message)
","self, ""Error queueing messages #{messages} to worker queue"", error: e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Eurl Template Id for #{company_id}:: #{tracking_mode}:: #{tracking_type} is #{template_id}"")
","self, ""Eurl Template Id for #{company_id}:: #{tracking_mode}:: #{tracking_type} is #{template_id}""",debug
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error calling eurl service for template id for #{company_id}"", error: e.message)
","self, ""Error calling eurl service for template id for #{company_id}"", error: e.message",error
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Current user company #{company_id}"")

","self, ""Current user company #{company_id}""",debug
tracking_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.warn(self, ""Error while calling ocean service client for load id #{tracking_id}"", error: e.message) 
","self, ""Error while calling ocean service client for load id #{tracking_id}"", error: e.message",warn
tracking_events_notification_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Published tracking event #{params[:message]}"")
","self, ""Published tracking event #{params[:message]}""",debug
tracking_events_notification_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.warn(self, ""Could not publish event #{params[:message]['EventType']}"", error: e.message)
","self, ""Could not publish event #{params[:message]['EventType']}"", error: e.message",warn
files_controller_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self,""Received new #{params[:documentType]} for load #{stop[:tracking_id]} for stop #{stop[:stop_id]}, deleted old files"")
","self,""Received new #{params[:documentType]} for load #{stop[:tracking_id]} for stop #{stop[:stop_id]}, deleted old files""",info
po_tracking_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self,
      ""Sending Order status #{order_tracking_status} to status_change_to_po_pipeline for orders: #{orders}"")
","self,
      ""Sending Order status #{order_tracking_status} to status_change_to_po_pipeline for orders: #{orders}""",debug
po_tracking_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self,
                                  ""Sending message to KAFKA For Po Load Mapping tracking_ids: #{tracking_ids}"", topic: topic, messages: messages)
","self,
                                  ""Sending message to KAFKA For Po Load Mapping tracking_ids: #{tracking_ids}"", topic: topic, messages: messages",debug
po_tracking_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, 'Pushed message to KAFKA')
","self, 'Pushed message to KAFKA'",debug
po_tracking_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, 'Error Sending message to Kafka For Po')
","self, 'Error Sending message to Kafka For Po'",error
po_tracking_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""sent_load_status_change_to_po_pipeline #{message['trackingId']}"")
","self, ""sent_load_status_change_to_po_pipeline #{message['trackingId']}""",debug
po_tracking_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, 'Failed to send kafka message to load status change po pipeline',
                                  error: e.message)
","self, 'Failed to send kafka message to load status change po pipeline',
                                  error: e.message",error
company_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Failed to retrieve relationship information for company_id: #{company_id} target_company_id: #{target_company_id}"", error: e.message)
","self, ""Failed to retrieve relationship information for company_id: #{company_id} target_company_id: #{target_company_id}"", error: e.message",error
company_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Failed to retrieve relationship information for tpl_id: #{company_id} shipper_id: #{shipper_id}"", error: e.message)
","self, ""Failed to retrieve relationship information for tpl_id: #{company_id} shipper_id: #{shipper_id}"", error: e.message",error
company_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Failed to retrieve company information for company_id: #{company_id}"", error: e.message)
","self, ""Failed to retrieve company information for company_id: #{company_id}"", error: e.message",error
company_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""picking up non_3pl_relationship for #{relationship.try(:[], 'company').try(:[], 'name') } AND #{ relationship.try(:[], 'targetCompany').try(:[], 'name') }"")
","self, ""picking up non_3pl_relationship for #{relationship.try(:[], 'company').try(:[], 'name') } AND #{ relationship.try(:[], 'targetCompany').try(:[], 'name') }""",info
tracking_logic_v2_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""V2 messages #{messages}"")

","self, ""V2 messages #{messages}""",debug
tracking_logic_v2_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""Skipping #{message_types} V2 messages from queuing to SQS"")
","self, ""Skipping #{message_types} V2 messages from queuing to SQS""",info
tracking_logic_v2_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""#{message_types} messages queued in worker queue: #{message_id}"")
","self, ""#{message_types} messages queued in worker queue: #{message_id}""",info
tracking_logic_v2_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error queueing #{message_types} messages to worker queue"", error: e.message)
","self, ""Error queueing #{message_types} messages to worker queue"", error: e.message",error
tracking_logic_v2_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.warn(self, ""Api call to global address service failed #{e}"")
","self, ""Api call to global address service failed #{e}""",warn
po_stop_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Recieved Line Item : #{pallet_part}"")
","self, ""Recieved Line Item : #{pallet_part}""",debug
link_load_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""SHARE_LOAD_LEVEL_UPDATES_WITH_LINK_LOADS message Queued sucessfully #{message}"")
","self, ""SHARE_LOAD_LEVEL_UPDATES_WITH_LINK_LOADS message Queued sucessfully #{message}""",debug
link_load_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error ocuured while sharing load level updates with link loads #{ex.message}"")
","self, ""Error ocuured while sharing load level updates with link loads #{ex.message}""",error
link_load_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""SHARE_STOP_LEVEL_UPDATES_WITH_LINK_LOADS message Queued sucessfully #{message}"")
","self, ""SHARE_STOP_LEVEL_UPDATES_WITH_LINK_LOADS message Queued sucessfully #{message}""",debug
link_load_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error ocuured while sharing stop level updates with link loads"" + ex.message)
","self, ""Error ocuured while sharing stop level updates with link loads"" + ex.message",error
message_client_util.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""#{error_message}"", error: e.message)
","self, ""#{error_message}"", error: e.message",error
base_validation.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""last_departure_or_arrival_time #{last_departure_or_arrival_time}, timestamp #{timestamp}"")
","self, ""last_departure_or_arrival_time #{last_departure_or_arrival_time}, timestamp #{timestamp}""",debug
tags_hierarchy_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""Autocomplete query: #{query_params}"")
","self, ""Autocomplete query: #{query_params}""",debug
tags_hierarchy_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.info(self, ""Got ES results in #{Time.now - @start_time} secs"")
","self, ""Got ES results in #{Time.now - @start_time} secs""",info
tags_hierarchy_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.debug(self, ""es query: #{query_params}"")
","self, ""es query: #{query_params}""",debug
tags_hierarchy_utils.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/utils,"FourKitesCommon::Logger.error(self, ""Error queueing load_ids for Tags Hierarchy "", error: e.message)
","self, ""Error queueing load_ids for Tags Hierarchy "", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error Occurred while fetching Child Companies. #{e}"")
","self, ""Error Occurred while fetching Child Companies. #{e}""",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to store kafka message"", error: e.message)
","self, ""Failed to store kafka message"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Unable to get incentive load information"", error: e.message)
","self, ""Unable to get incentive load information"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to store kafka message"", error: e.message)
","self, ""Failed to store kafka message"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""Deleted the tags #{tags_to_delete} and the files associated with stop IDs #{stop_ids} on tracking ID #{self.id} since carrier got updated from #{self.carrier_id_was} to #{self.carrier_id}"")
","self, ""Deleted the tags #{tags_to_delete} and the files associated with stop IDs #{stop_ids} on tracking ID #{self.id} since carrier got updated from #{self.carrier_id_was} to #{self.carrier_id}""",info
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""Message 'CALCULATE_MUST_PICKUP_BY_TIME' queued in worker queue: #{message_id}"")
","self, ""Message 'CALCULATE_MUST_PICKUP_BY_TIME' queued in worker queue: #{message_id}""",info
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.debug(self, ""#{message_type} message queued in worker queue: #{message_id} for TrackingId: #{self.id}"")
","self, ""#{message_type} message queued in worker queue: #{message_id} for TrackingId: #{self.id}""",debug
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing message #{messages} to worker queue"", error: e.message)
","self, ""Error queueing message #{messages} to worker queue"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.debug(self, ""Message queued in worker queue: #{message_id}"")
","self, ""Message queued in worker queue: #{message_id}""",debug
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to send message to air worker"", error: e.message)
","self, ""Failed to send message to air worker"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to store kafka message"", error: e.message)
","self, ""Failed to store kafka message"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to store kafka message"", error: e.message)
","self, ""Failed to store kafka message"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.warn(self, ""Error in publishing data to SQS"", error: e.message)
","self, ""Error in publishing data to SQS"", error: e.message",warn
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.debug(self, ""ES_LOADS_TO_SYNC message queued for load #{self.id}"")
","self, ""ES_LOADS_TO_SYNC message queued for load #{self.id}""",debug
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing loads to #{queue_name}"", error: e.message)
","self, ""Error queueing loads to #{queue_name}"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""Message '#{message['MessageType']}' queued in worker queue: #{message}"")
","self, ""Message '#{message['MessageType']}' queued in worker queue: #{message}""",info
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.warn(self, ""Error While resloving Timezone ShortName & Timezone Offset for #{message}"", error: e.message)
","self, ""Error While resloving Timezone ShortName & Timezone Offset for #{message}"", error: e.message",warn
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.debug(self, ""Message queued in worker queue: #{message_id}"")
","self, ""Message queued in worker queue: #{message_id}""",debug
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""Changing status to tracking_info_assigned"")
","self, ""Changing status to tracking_info_assigned""",info
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.debug(self, ""PERFORM_ETA_STATUS_EVALUATION message queued in worker queue"")
","self, ""PERFORM_ETA_STATUS_EVALUATION message queued in worker queue""",debug
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""Error enqueuing PERFORM_ETA_STATUS_EVALUATION message"", error: e.message)
","self, ""Error enqueuing PERFORM_ETA_STATUS_EVALUATION message"", error: e.message",info
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to retrieve relationship information for shipper: #{shipper_id} carrier: #{carrier_id}"", error: e.message)
","self, ""Failed to retrieve relationship information for shipper: #{shipper_id} carrier: #{carrier_id}"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to retrieve company object for carrier: #{carrier_id}"", error: e.message)
","self, ""Failed to retrieve company object for carrier: #{carrier_id}"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Failed to retrieve company modules for Order Visibility License check : #{self.shipper_id}"", error: e.message)
","self, ""Failed to retrieve company modules for Order Visibility License check : #{self.shipper_id}"", error: e.message",error
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.debug(self, ""ENQUEUE_LOAD_INFO_TO_KAFKA_FOR_SFA message queued in worker queue: #{message_id} for TrackingId: #{self.id}"")
","self, ""ENQUEUE_LOAD_INFO_TO_KAFKA_FOR_SFA message queued in worker queue: #{message_id} for TrackingId: #{self.id}""",debug
tracking.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""Error enqueuing ENQUEUE_LOAD_INFO_TO_KAFKA_FOR_SFA message"", error: e.message)
","self, ""Error enqueuing ENQUEUE_LOAD_INFO_TO_KAFKA_FOR_SFA message"", error: e.message",info
four_kites_record.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.info(self, ""no records to process"")
","self, ""no records to process""",info
four_kites_record.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.warn(self, ""no updates to process"")
","self, ""no updates to process""",warn
attribute.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models,"FourKitesCommon::Logger.error(self, ""Error queueing loads to #{queue_name} from Attributes model for load: #{self.parent_id}"", error: e.message)
","self, ""Error queueing loads to #{queue_name} from Attributes model for load: #{self.parent_id}"", error: e.message",error
event_cache.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing loads to #{queue_name} for load: #{self.tracking_id}"", error: e.message)
","self, ""Error queueing loads to #{queue_name} for load: #{self.tracking_id}"", error: e.message",error
expiry_alert.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.info(self, ""Error enqueuing PERFORM_TRACKING_CALCULATIONS message"", error: e.message)
","self, ""Error enqueuing PERFORM_TRACKING_CALCULATIONS message"", error: e.message",info
late_reason_code.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Could not generate late reason code notification."", error: e.message)
","self, ""Could not generate late reason code notification."", error: e.message",error
dwell_time_status.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: ex.message)
","self, ""Error queueing message #{message} to worker queue"", error: ex.message",error
dwell_time_status.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error transforming TRUCK_NOT_MOVING"", error: e.message, backtrace: e.backtrace)
","self, ""Error transforming TRUCK_NOT_MOVING"", error: e.message, backtrace: e.backtrace",error
dwell_time_status.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: ex.message)
","self, ""Error queueing message #{message} to worker queue"", error: ex.message",error
temperature_check_call.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: ex.message)
","self, ""Error queueing message #{message} to worker queue"", error: ex.message",error
temperature_check_call.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error transforming TEMPERATURE_OUTSIDE_THRESHOLD"", error: e.message, backtrace: e.backtrace)
","self, ""Error transforming TEMPERATURE_OUTSIDE_THRESHOLD"", error: e.message, backtrace: e.backtrace",error
temperature_check_call.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.debug(self, ""PostTemperatureUpdate: Sending message to SQS #{message}"")
","self, ""PostTemperatureUpdate: Sending message to SQS #{message}""",debug
temperature_check_call.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: ex.message)
","self, ""Error queueing message #{message} to worker queue"", error: ex.message",error
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""#{message['ErrorMessage'].to_s}. #{debug_message}"", error: e.message)
","self, ""#{message['ErrorMessage'].to_s}. #{debug_message}"", error: e.message",error
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Could not send #{message['Message']['MessageType'].to_s} message"", error: e.message)
","self, ""Could not send #{message['Message']['MessageType'].to_s} message"", error: e.message",error
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.debug(self, ""CALCULATE_DELIVERY_APPOINTMENT_TIME message queued in worker queue: #{message_id} TrackingId: #{self.tracking_id} and StopId: #{self.id}"")
","self, ""CALCULATE_DELIVERY_APPOINTMENT_TIME message queued in worker queue: #{message_id} TrackingId: #{self.tracking_id} and StopId: #{self.id}""",debug
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.debug(self, ""STOP_ADDRESS_UPDATED message queued in worker queue: #{message_id}"")
","self, ""STOP_ADDRESS_UPDATED message queued in worker queue: #{message_id}""",debug
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.error(self, ""Error queueing message #{complete_message} to worker queue"", error: e.message)
","self, ""Error queueing message #{complete_message} to worker queue"", error: e.message",error
stop.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/models/tracking,"FourKitesCommon::Logger.debug(self, ""Stop Want time Rescheduled update message queued in worker queue: #{message_id}"")
","self, ""Stop Want time Rescheduled update message queued in worker queue: #{message_id}""",debug
