File,Path,Matched String,String inside,Type
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""es query: #{query_params}"")
","self, ""es query: #{query_params}""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""es results: #{es_results}"")
","self, ""es results: #{es_results}""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Got ES results in #{Time.now - @start_time} secs"")
","self, ""Got ES results in #{Time.now - @start_time} secs""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""#{message['CompanyId']} sent to worker queue"")
","self, ""#{message['CompanyId']} sent to worker queue""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""#{message['MessageType']} sent to worker queue"")
","self, ""#{message['MessageType']} sent to worker queue""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing messages #{message['MessageType']} to worker queue"", error: e.message)
","self, ""Error queueing messages #{message['MessageType']} to worker queue"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""LTL_STOP_ETA_UPDATED message queued in worker queue: #{message_id}"")
","self, ""LTL_STOP_ETA_UPDATED message queued in worker queue: #{message_id}""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing LTL_STOP_ETA_UPDATED message for tracking id: #{tracking.id} "", error: e.message)
","self, ""Error queueing LTL_STOP_ETA_UPDATED message for tracking id: #{tracking.id} "", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""Got customers in #{Time.now - @start_time} secs"")
","self, ""Got customers in #{Time.now - @start_time} secs""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""Got companies in #{Time.now - @start_time} secs"")
","self, ""Got companies in #{Time.now - @start_time} secs""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error fetch companies with permalink : #{company_permalinks}"", error: e.message)
","self, ""Error fetch companies with permalink : #{company_permalinks}"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Ignoring mark the load : #{tracking.id} as delivered as it requested by a non special user and based on configuration for company : #{company[:id]}"")
","self, ""Ignoring mark the load : #{tracking.id} as delivered as it requested by a non special user and based on configuration for company : #{company[:id]}""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""[verify_lean_load_configuration] Exception occured for tacking_id: #{tracking.id}"", error: e.message)
","self, ""[verify_lean_load_configuration] Exception occured for tacking_id: #{tracking.id}"", error: e.message",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error in PROCESS_SUPER_RECORD, #{e.message}"")
","self, ""error in PROCESS_SUPER_RECORD, #{e.message}""",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Timezone from location file config is: #{timezone} for company: #{company_id}"")
","self, ""Timezone from location file config is: #{timezone} for company: #{company_id}""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""ES query for exports #{query_params}"")
","self, ""ES query for exports #{query_params}""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Unable to parse load token"", error: e.message)
","self, ""Unable to parse load token"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Mandatory params for sfa missing"")
","self, ""Mandatory params for sfa missing""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Unauthorized access to tracking record #{params[:tracking_id]}"")
","self, ""Unauthorized access to tracking record #{params[:tracking_id]}""",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing ES_LOADS_TO_SYNC for load: #{tracking_id}"", error: e.message)
","self, ""Error queueing ES_LOADS_TO_SYNC for load: #{tracking_id}"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""tracking: #{tracking.id}, tracking_stops.id: #{tracking_stop.id}, all delivery completed and all pickups not completed"")
","self, ""tracking: #{tracking.id}, tracking_stops.id: #{tracking_stop.id}, all delivery completed and all pickups not completed""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""tracking: #{tracking.id}, tracking_stops.id: #{tracking_stop.id}, 0 pickedup and more than 0 delivered"")
","self, ""tracking: #{tracking.id}, tracking_stops.id: #{tracking_stop.id}, 0 pickedup and more than 0 delivered""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""es query: #{search_query}"")
","self, ""es query: #{search_query}""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Got ES results for DA in #{Time.now - start_time} secs"")
","self, ""Got ES results for DA in #{Time.now - start_time} secs""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""EurlInfo -> shipper :: #{tracking.shipper_id}, mode :: #{tracking.modes}, loadStatus :: #{tracking.status}, stopStatus :: #{stop.status}, arrivalTimeDiffInHours:: #{arrivalTimeDiffInHours}, departureTimeDiffInHours:: #{departureTimeDiffInHours}"")
","self, ""EurlInfo -> shipper :: #{tracking.shipper_id}, mode :: #{tracking.modes}, loadStatus :: #{tracking.status}, stopStatus :: #{stop.status}, arrivalTimeDiffInHours:: #{arrivalTimeDiffInHours}, departureTimeDiffInHours:: #{departureTimeDiffInHours}""",info
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error occured while logging eurl metrics"", error: e.message)
","self, ""Error occured while logging eurl metrics"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error occured in auto_complete_v1 for company #{query_params[:company_id]} and type #{query_params[:type]}"", error: e.message)
","self, ""Error occured in auto_complete_v1 for company #{query_params[:company_id]} and type #{query_params[:type]}"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error occured while fetching results from ES for DA auto suggest"", error: e.message)
","self, ""Error occured while fetching results from ES for DA auto suggest"", error: e.message",error
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""es query: #{search_query}"")
","self, ""es query: #{search_query}""",debug
tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Unable to get company data"", error: e.message)
","self, ""Unable to get company data"", error: e.message",error
mobile_tracking_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""es results for chat bot load API: #{es_results}"")
","self, ""es results for chat bot load API: #{es_results}""",info
es_indexer_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing loads to #{queue_name} ids: #{ids}"", error: e.message)
","self, ""Error queueing loads to #{queue_name} ids: #{ids}"", error: e.message",error
sibling_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing messages #{message}"", error: e.message)
","self, ""Error queueing messages #{message}"", error: e.message",error
sibling_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing messages #{messages} to worker queue"", error: e.message)
","self, ""Error queueing messages #{messages} to worker queue"", error: e.message",error
verification_eurl_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Current user authentication #{encrypted_data} with access_code #{access_code}"")
","self, ""Current user authentication #{encrypted_data} with access_code #{access_code}""",info
verification_eurl_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error in getting user for user id #{@file.uploaded_by}"", error: e.message)
","self, ""error in getting user for user id #{@file.uploaded_by}"", error: e.message",error
load_deletion_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing message #{message} to worker queue"", error: e.message)
","self, ""Error queueing message #{message} to worker queue"", error: e.message",error
ocean_exception_dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
tracking_timestamp_refresh_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""PROCESS_MILESTONE_UPDATE messages queued in worker queue: #{message_id}"")
","self, ""PROCESS_MILESTONE_UPDATE messages queued in worker queue: #{message_id}""",debug
tracking_timestamp_refresh_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""PROCESS_MILESTONE_UPDATE messages queue failed for #{messages}"", error: e.message)
","self, ""PROCESS_MILESTONE_UPDATE messages queue failed for #{messages}"", error: e.message",error
tracking_timestamp_refresh_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error updating timestamp in trackig update message"", error: e.message)
","self, ""Error updating timestamp in trackig update message"", error: e.message",error
temperature_tracking_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error at temperature_tracking_enabled?: #{ex}"")
","self, ""Error at temperature_tracking_enabled?: #{ex}""",error
temperature_tracking_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""Error in retrieving company details for shipper: #{shipper_id}"", error: e.message)
","self, ""Error in retrieving company details for shipper: #{shipper_id}"", error: e.message",warn
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self,""Operation '#{operation}' failed with error '#{error.inspect}'"")
","self,""Operation '#{operation}' failed with error '#{error.inspect}'""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""#{observation.name}:#{observation.duration}:#{observation.cleaned_value}"")
","self, ""#{observation.name}:#{observation.duration}:#{observation.cleaned_value}""",info
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error while publishing result"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")) 
","self, ""Error while publishing result"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self,""Enters send_batch_create_updates_to_tracking_updates_service: for tracking #{updates}"")
","self,""Enters send_batch_create_updates_to_tracking_updates_service: for tracking #{updates}""",debug
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""sending batch_create API of TUS for tracking id  : double write enabled request params #{tus_request_params}"")
","self, ""sending batch_create API of TUS for tracking id  : double write enabled request params #{tus_request_params}""",info
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending batch_create_updates API of TUS for tracking id : with errors : #{e.message}"")
","self, ""error while sending batch_create_updates API of TUS for tracking id : with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self,""Enters send_updates_to_tracking_updates_service: updates #{updates}"")
","self,""Enters send_updates_to_tracking_updates_service: updates #{updates}""",debug
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""sending create_update API of TUS for tracking id : #{tracking.id} and updates #{updates}: double write enabled "")
","self, ""sending create_update API of TUS for tracking id : #{tracking.id} and updates #{updates}: double write enabled """,info
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending create_update API of TUS for tracking id : #{tracking.id}, with errors : #{e.message}"")
","self, ""error while sending create_update API of TUS for tracking id : #{tracking.id}, with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self,""Enters send_update_ltl_load_api_updates_to_tracking_updates_service: updates #{tracking_updates}"")
","self,""Enters send_update_ltl_load_api_updates_to_tracking_updates_service: updates #{tracking_updates}""",debug
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""sending  update_ltl_load API of TUS for tracking id : #{tracking.id} and updates #{update_params}: double write enabled "")
","self, ""sending  update_ltl_load API of TUS for tracking id : #{tracking.id} and updates #{update_params}: double write enabled """,info
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending update_ltl_load API of TUS for tracking id : #{tracking.id}, with errors : #{e.message}"")
","self, ""error while sending update_ltl_load API of TUS for tracking id : #{tracking.id}, with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self,""Enters send_update_tracking_result_api_updates: tracking #{tracking} updates #{tracking_updates}"")
","self,""Enters send_update_tracking_result_api_updates: tracking #{tracking} updates #{tracking_updates}""",debug
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""sending update_tracking_result API of TUS for tracking id : #{tracking.id} and updates #{tracking_update}: double write enabled "")
","self, ""sending update_tracking_result API of TUS for tracking id : #{tracking.id} and updates #{tracking_update}: double write enabled """,info
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending update_tracking_result API of TUS for tracking id : #{tracking.id}, with errors : #{e.message}"")
","self, ""error while sending update_tracking_result API of TUS for tracking id : #{tracking.id}, with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending #{options[:api]} API of TUS for tracking id : #{tracking_id}, with errors : #{e.message}"")
","self, ""error while sending #{options[:api]} API of TUS for tracking id : #{tracking_id}, with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending batch create updates API of TUS  with errors : #{e.message}"")
","self, ""error while sending batch create updates API of TUS  with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""error while sending update_status of TUS for tracking id : #{tracking_id}, with errors : #{e.message}"")
","self, ""error while sending update_status of TUS for tracking id : #{tracking_id}, with errors : #{e.message}""",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error while fetching updates"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")) 
","self, ""Error while fetching updates"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")",error
tracking_updates_service_migration_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error while comparing updates"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")) 
","self, ""Error while comparing updates"", error: e.message, backtrace: e.backtrace[0..5].join(""\n"")",error
custom_field_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Custom Field type mismatched #{custom_field[:type]} against #{matched_db_field}"")
","self, ""Custom Field type mismatched #{custom_field[:type]} against #{matched_db_field}""",info
custom_field_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Custom Field date format mismatched #{custom_field[:value]} against #{valid_form}"")
","self, ""Custom Field date format mismatched #{custom_field[:value]} against #{valid_form}""",info
ocean_dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
ocean_dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
pod_and_return_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Exception in document attachement for pod #{self.id}, stop_id: #{self.stop.id}"", error: e.message)
","self, ""Exception in document attachement for pod #{self.id}, stop_id: #{self.stop.id}"", error: e.message",info
edocs_message_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.info(self, ""Message #{message[""MessageType""]} queued in worker queue when load updated: #{message_id}"")
","self, ""Message #{message[""MessageType""]} queued in worker queue when load updated: #{message_id}""",info
edocs_message_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error queueing #{message[""MessageType""]} to worker queue load updated"", error: e.message)
","self, ""Error queueing #{message[""MessageType""]} to worker queue load updated"", error: e.message",error
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
dashboard_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.debug(self, ""Load Route aggreagtion Query  #{query}"")
","self, ""Load Route aggreagtion Query  #{query}""",debug
network_visibility_mask_setting_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error occurred while applying NetworkVisibility mask setting #{e}"")
","self, ""Error occurred while applying NetworkVisibility mask setting #{e}""",error
network_visibility_mask_setting_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error occurred while fetching NetworkVisibility mask Setting #{e}"")
","self, ""Error occurred while fetching NetworkVisibility mask Setting #{e}""",error
network_visibility_mask_setting_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers,"FourKitesCommon::Logger.error(self, ""Error occurred while applying NetworkVisibility mask setting #{e}"")
","self, ""Error occurred while applying NetworkVisibility mask setting #{e}""",error
insights_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers/insights,"FourKitesCommon::Logger.error(self, ""Unable to get company data"", error: e.message)
","self, ""Unable to get company data"", error: e.message",error
dashboard_metrics_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers/dashboard,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"") 
","self, ""NoResults Query #{e.message}""",warn
dashboard_metrics_controller_helper.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/app/helpers/dashboard,"FourKitesCommon::Logger.warn(self, ""NoResults Query #{e.message}"")
","self, ""NoResults Query #{e.message}""",warn
search_helper_spec.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/spec/helpers,"FourKitesCommon::Logger.warn(self, ""date = #{date}, timezone_offset = #{timezone_offset}. Error at get_date_in_timezone #{ex}"")
","self, ""date = #{date}, timezone_offset = #{timezone_offset}. Error at get_date_in_timezone #{ex}""",warn
load_token.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/lib,"FourKitesCommon::Logger.error(self, ""customer not found"")
","self, ""customer not found""",error
load_token.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/lib,"FourKitesCommon::Logger.error(self, ""encryptionKey not found"")
","self, ""encryptionKey not found""",error
load_token.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/lib,"FourKitesCommon::Logger.error(self, ""customer not found"")
","self, ""customer not found""",error
load_token.rb,/Users/rohit.rathore/Desktop/Log Script/target/tracking-service/lib,"FourKitesCommon::Logger.error(self, ""customer not found"")
","self, ""customer not found""",error
